second,Volt,Volt
-99.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-99.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-98.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-98.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-98.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-97.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-97.2000E-09,+4.7437185421586E+00,+4.9045225605367E+00
-96.8000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-96.4000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-96.0000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-95.6000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-95.2000E-09,+4.7437185421586E+00,+4.8241205513477E+00
-94.8000E-09,+4.7437185421585E+00,+4.8241205513477E+00
-94.4000E-09,+4.6633165329696E+00,+4.8241205513477E+00
-94.0000E-09,+4.7437185421586E+00,+4.8241205513479E+00
-93.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-93.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-92.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-92.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-92.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-91.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-91.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-90.8000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-90.4000E-09,+4.8241205513476E+00,+4.9045225605369E+00
-90.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-89.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-89.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-88.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-88.4000E-09,+4.7437185421585E+00,+4.9045225605369E+00
-88.0000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-87.6000E-09,+4.6633165329696E+00,+4.9045225605369E+00
-87.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-86.8000E-09,+4.7437185421588E+00,+4.9045225605369E+00
-86.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-86.0000E-09,+4.8241205513476E+00,+4.9045225605369E+00
-85.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-85.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-84.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-84.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-84.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-83.6000E-09,+4.7437185421588E+00,+4.9045225605367E+00
-83.2000E-09,+4.8241205513477E+00,+4.8241205513479E+00
-82.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-82.4000E-09,+4.8241205513476E+00,+4.9045225605369E+00
-82.0000E-09,+4.7437185421585E+00,+4.9045225605369E+00
-81.6000E-09,+4.6633165329696E+00,+4.9045225605369E+00
